0,1
Notes,2024
,
,
,
12,11 863
12,408
7/12,21 807
,5 466
11,865
,2 435
,19
,42 863
,
,
12,51 697
12,307
10,2 629
11,1 086
13,3 767
12,222
,59 708
,
,102 571
,
17,
,262
,(4 283)
,(26 788)
,363
,66 363
,35 917
,776
,36 693
,
,139 264
