item_1,business,1
Item 1A.,Risk Factors,5
Item 1B.,Unresolved Staff Comments,17
Item 1C.,Cybersecurity,17
Item 2.,Properties,17
Item 3.,Legal Proceedings,18
Item 4.,Mine Safety Disclosures,18
