0
2024
16 675
(5 638)
-325
-46
10 666
""
-809
-100
-23
13
-27
-532
(7 816)
-174
(4 678)
-771
(2 111)
-5
(6 367)
""
(49 638)
(56 005)
""
(11 863)
(51 697)
5 556
2 315
-316
