0
2024
32 123
29 682
2 441
22 086
3 617
3 437
2 008
13 024
1 062
19 180
2 674
2 013
1 469
13 024
12 533
4 040
3 839
1 137
3 517
5 432
5 432
91 354
54 462
36 892
