0,1
Notes,2024
,
,
,
7,142
8,144
,73
,359
,
,
9,23 754
10,12 934
,1
,36 689
,
,37 048
,
,
,
,
11,4 865
12,183
,142
13,326
,5 516
,
,
11,13 172
13,11
,13 183
,
,18 699
,
,
14 /15,262
15,1 973
,
15,2 859
15,6 942
15,10 596
15/16,(4 283)
,18 349
,
,37 048
