0,1
Notes,2024
3,91 354
,
,366
,(48 670)
,(7 567)
,(18 112)
,(1 667)
4,124
4,(1 195)
3,14 633
,
4,474
4,-383
,14 724
,
5,358
5,(1 843)
,13 239
,
13,(3 314)
14,1 249
,11 174
,290
,10 884
,
,
,16.0%
,11.9%
,
,
15,4.19
15,4.19
