0,1
Notes,2024
,
16,14 724
16,3 582
16,580
4,62
16,-229
,18 719
,
16,1 208
16,-334
,19 593
,
,(1 539)
,273
,(2 411)
14,759
,16 675
,
,
8,(5 638)
9,-325
2,-809
2,-23
14,-532
,(1 251)
,-46
,(8 624)
,
,
17,(7 816)
,-174
,-27
,(4 678)
12,7 992
12,(5 055)
12,2 396
,(7 362)
,53
,742
,
,4 816
,5 558
,-2
16,5 556
