0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
2020,,$,900314,,$,-630400,,$,972000,,$,—,,$,324000,,$,21867,,$,-450400,,$,—,,$,1137381
